method,pos_rmse,pos_mean,pos_max,yaw_rmse,yaw_mean,yaw_max
custom_ekf,0.3196929918694016,0.3153645843723497,0.3949606226293712,0.37131910473469915,0.31754719649661417,0.6708861956992571
robot_localization,0.5026023387636057,0.4997523514602316,0.6516877754578901,0.38079143912357966,0.32948589901607384,0.7242188303689696
