method,pos_rmse,pos_mean,pos_max,yaw_rmse,yaw_mean,yaw_max
custom_ekf,0.44511575435300504,0.41289367078315214,0.6007643150689589,0.31176278485281983,0.1912300208642164,0.721272320509752
robot_localization,0.3648954185385972,0.33978070149577033,0.4807503344832052,0.30780371989312416,0.1893676456031945,0.6917825951480525
